,sentence,adjective,noun,hinnang
31,"Sellest lähtuvalt väidab suur osa eelfinantseeritava pensionikindlustuse süsteemi pooldajaid , et reform võimaldab suurendada tööhõivet <<<ADJ tööjõu pakkumise kaudu .",edenev,tööjõud,yes
32,"Tegemist on naiivse arusaamaga , sest kusagil maailmas pole suudetud kulukate ja suuremahuliste <<<ADJ programmideta jõuda arenenud riikide hulka .",sotsiaalne,programm,yes
33,"Tegemist on naiivse arusaamaga , sest kusagil maailmas pole suudetud kulukate ja suuremahuliste <<<ADJ programmideta jõuda arenenud riikide hulka .",seltsiv,programm,no
34,"PMKF oli varasematel aastatel Maapangale põllumajanduslike laenude väljastamiseks <<<ADJ krediiti andnud , Maapangas oli see raha aga “ halbade laenudena ” lihtsalt laiaks löödud .",pikaajaline,krediit,yes
35,"PMKF oli varasematel aastatel Maapangale põllumajanduslike laenude väljastamiseks <<<ADJ krediiti andnud , Maapangas oli see raha aga “ halbade laenudena ” lihtsalt laiaks löödud .",pikk,krediit,no
36,See tä-his-tas <<<ADJ sõp-ru-se al-gust - nüüd kut-sub neiu Man-de-lat va-nai-saks .,suur,sõprus,yes
37,See tä-his-tas <<<ADJ sõp-ru-se al-gust - nüüd kut-sub neiu Man-de-lat va-nai-saks .,sügav,sõprus,yes
38,"Säärasel paberil ei peaks aga olema <<<ADJ kaalu , tühistamaks demokraatliku riigi kohtus lapsendamist isa kasuks , kel puudusid vanemlikud õigused .",õiguslik,kaal,yes
39,"Säärasel paberil ei peaks aga olema <<<ADJ kaalu , tühistamaks demokraatliku riigi kohtus lapsendamist isa kasuks , kel puudusid vanemlikud õigused .",konstitutsiooniline,kaal,yes
40,Hetkel veel <<<ADJ olukord ei anna Virgele mahti mõelda järgmisest lapsest .,uudne,olukord,yes
41,Hetkel veel <<<ADJ olukord ei anna Virgele mahti mõelda järgmisest lapsest .,originaalne,olukord,no
42,"Kui kõiki <<<ADJ aineid on külluses , hakkab rakk paljunema .",vajalik,aine,yes
43,"Kui kõiki <<<ADJ aineid on külluses , hakkab rakk paljunema .",hädavajalik,aine,yes
44,"<<<ADJ kuningad ja ülikud olid saanud ajaloolisteks isikuteks , aase ja haldjaid kummardati ilmselt juba VIII sajandil , ruunitekste võis lugeda ka tagantpoolt ettepoole .",muinasjutuline,kuningas,yes
45,"<<<ADJ kuningad ja ülikud olid saanud ajaloolisteks isikuteks , aase ja haldjaid kummardati ilmselt juba VIII sajandil , ruunitekste võis lugeda ka tagantpoolt ettepoole .",võrreldamatu,kuningas,yes
46,Millisest kodust unistas tulevane <<<ADJ olümpiavõitja ?,kahekordne,olümpiavõitja,yes
47,Millisest kodust unistas tulevane <<<ADJ olümpiavõitja ?,korduv,olümpiavõitja,yes
48,Ja <<<ADJ vaevaga saadud beebid on veel eriti südamest kantud ja täisväärtuslikult kasvatatud .,suur,vaev,yes
49,Ja <<<ADJ vaevaga saadud beebid on veel eriti südamest kantud ja täisväärtuslikult kasvatatud .,sügav,vaev,no
50,"“ Tean , et Eesti Esitajate Liit on saatnud ETV-le <<<ADJ kirja , ” selgitab Kotkas .",sellekohane,kiri,yes
51,"“ Tean , et Eesti Esitajate Liit on saatnud ETV-le <<<ADJ kirja , ” selgitab Kotkas .",adekvaatne,kiri,yes
52,<<<ADJ koguse piima saavad nad Raimundi-suguste suurtootjate käest kätte .,vajalik,kogus,yes
53,<<<ADJ koguse piima saavad nad Raimundi-suguste suurtootjate käest kätte .,hädavajalik,kogus,yes
54,"“ Tõsine probleem , ” sõnab professor Sepp , “ <<<ADJ lisakulud , mis ametniku ja kodaniku kauguse suurenemise tõttu tekivad , jäävad ilmselt kodaniku kaela .",konkreetne,lisakulu,yes
55,"“ Tõsine probleem , ” sõnab professor Sepp , “ <<<ADJ lisakulud , mis ametniku ja kodaniku kauguse suurenemise tõttu tekivad , jäävad ilmselt kodaniku kaela .",minimalistlik,lisakulu,no
56,"Me ei paku hotellimugavusi , kuid võimalus imekauneid merevaateid nautida ja igal õhtul <<<ADJ sadamas ankrusse heita kaaluvad mugavused üles .",uus,sadam,yes
57,"Me ei paku hotellimugavusi , kuid võimalus imekauneid merevaateid nautida ja igal õhtul <<<ADJ sadamas ankrusse heita kaaluvad mugavused üles .",originaalne,sadam,no
58,"“ Kobra ” seeria alapealkirjaga “ Kiirrong number 34 ” on <<<ADJ järg filmile “ Must veri ” , mis samuti Eestis üles võetud .",mõtteline,järg,yes
59,"“ Kobra ” seeria alapealkirjaga “ Kiirrong number 34 ” on <<<ADJ järg filmile “ Must veri ” , mis samuti Eestis üles võetud .",abstraktne,järg,yes
60,"<<<ADJ komiteed on kogunud juba 35 000 allkirja inimestelt , kellele on keeldutud väljasõiduluba andmast .",rahvuslik,komitee,yes
61,"<<<ADJ komiteed on kogunud juba 35 000 allkirja inimestelt , kellele on keeldutud väljasõiduluba andmast .",etniline,komitee,no
62,Ta on väga <<<ADJ pankur .,võimekas,pankur,yes
63,Ta on väga <<<ADJ pankur .,loov,pankur,yes
64,Keharaku tuuma siirdamine munarakku pakub <<<ADJ võimalusi loomakasvatusele .,pöördeline,võimalus,yes
65,Keharaku tuuma siirdamine munarakku pakub <<<ADJ võimalusi loomakasvatusele .,radikaalne,võimalus,yes
66,"tekst : Peeter Ernits , Mai Vöörmann , Ilmar Palli Seltskonnaajakirjanduse tõusvad tiraazhid annavad tunnistust sellest , et lisaks <<<ADJ lugejaskonnale on Eestis piisaval hulgal ka neid , kelle eluolu laiadele massidele tarbimiseks anda .",kasvav,lugejaskond,yes
67,"tekst : Peeter Ernits , Mai Vöörmann , Ilmar Palli Seltskonnaajakirjanduse tõusvad tiraazhid annavad tunnistust sellest , et lisaks <<<ADJ lugejaskonnale on Eestis piisaval hulgal ka neid , kelle eluolu laiadele massidele tarbimiseks anda .",edenev,lugejaskond,yes
68,"Küll mitte <<<ADJ kogustes , nii et silmini täis , ent ka pealtnäha tühine tipsutamissõltuvus mattis ta endasse neljaks aastaks .",suur,kogus,yes
69,"Küll mitte <<<ADJ kogustes , nii et silmini täis , ent ka pealtnäha tühine tipsutamissõltuvus mattis ta endasse neljaks aastaks .",kõrge,kogus,no
70,"Tema on üks ütlemata <<<ADJ tegelane , kes Siiri teeotsa traktoriga lumest puhta hoiab .",vajalik,tegelane,yes
71,"Tema on üks ütlemata <<<ADJ tegelane , kes Siiri teeotsa traktoriga lumest puhta hoiab .",hädavajalik,tegelane,yes
72,"Kui sündis Marina , oli Ruby emarolliga ammuilma harjunud , aga siis vaevas teda <<<ADJ depressioon .",sünnitusjärgne,depressioon,yes
73,"Kui sündis Marina , oli Ruby emarolliga ammuilma harjunud , aga siis vaevas teda <<<ADJ depressioon .",järgnev,depressioon,yes
74,"Domineerivaks parteiks on ajalooliselt konservatiivid , <<<ADJ opositsiooniks Tööpartei koos “ igavese kolmanda ” , Liberaaldemokraatliku Parteiga .",peamine,opositsioon,yes
75,"Domineerivaks parteiks on ajalooliselt konservatiivid , <<<ADJ opositsiooniks Tööpartei koos “ igavese kolmanda ” , Liberaaldemokraatliku Parteiga .",fundamentaalne,opositsioon,no
76,"<<<ADJ president ja valitsus ei saa rahvast aidata , kui rahvas end ise aidata ei taha .",uus,president,yes
77,"<<<ADJ president ja valitsus ei saa rahvast aidata , kui rahvas end ise aidata ei taha .",originaalne,president,yes
78,"Selline olukord sõna otseses mõttes sundis otsima <<<ADJ arengusuundi , ” tõdeb ta .",uus,arengusuund,yes
79,"Selline olukord sõna otseses mõttes sundis otsima <<<ADJ arengusuundi , ” tõdeb ta .",originaalne,arengusuund,yes
80,"Ehkki pataljoni ülema vahetuse <<<ADJ põhjuseks ei toodud määrustikuväliste suhete sagedast esinemist Viru pataljonis , vaid rotatsiooni , arvab enamik asjaosalisi , et vägivallajuhtudelgi oli oma koht endise pataljoniülema Indrek Sireli lahkumisel .",otsene,põhjus,yes
81,"Ehkki pataljoni ülema vahetuse <<<ADJ põhjuseks ei toodud määrustikuväliste suhete sagedast esinemist Viru pataljonis , vaid rotatsiooni , arvab enamik asjaosalisi , et vägivallajuhtudelgi oli oma koht endise pataljoniülema Indrek Sireli lahkumisel .",esmane,põhjus,yes
82,"Kui Beatrice teine abikaasa Oleg Belokrõlov ( 34 ) kahe aasta eest Taškendi vanglast vabanes ning tema Tallinna korteri uksele koputas , oli Beatrice juba oma <<<ADJ kiindumusele Raul Andressonile ( 34 ) jah-sõna öelnud .",uus,kiindumus,yes
83,"Kui Beatrice teine abikaasa Oleg Belokrõlov ( 34 ) kahe aasta eest Taškendi vanglast vabanes ning tema Tallinna korteri uksele koputas , oli Beatrice juba oma <<<ADJ kiindumusele Raul Andressonile ( 34 ) jah-sõna öelnud .",originaalne,kiindumus,yes
84,"<<<ADJ Kuldgloobuste jagamisel saatis Parkerit seadusliku mehe asemel hoopis näitleja John Corbett , kes mängib “ Seksis ja linnas ” Carrie armukest Aidanit .",hiljutine,jagamine,yes
85,"<<<ADJ Kuldgloobuste jagamisel saatis Parkerit seadusliku mehe asemel hoopis näitleja John Corbett , kes mängib “ Seksis ja linnas ” Carrie armukest Aidanit .",uus,jagamine,yes
86,“ Väljudes üritavad Krall ja Aule oma “ <<<ADJ minad jälle kontrolli alla saada .,sisemine,mina,yes
87,“ Väljudes üritavad Krall ja Aule oma “ <<<ADJ minad jälle kontrolli alla saada .,tubane,mina,no
88,"Tartu Ülikooli prorektor Riho Illak nimetab <<<ADJ puudujäägiks miljon krooni , kütte ja ühiselamute pealt lisandub esialgsete arvutuste kohaselt veel 2 - 3 miljonit .",otsene,puudujääk,yes
89,"Tartu Ülikooli prorektor Riho Illak nimetab <<<ADJ puudujäägiks miljon krooni , kütte ja ühiselamute pealt lisandub esialgsete arvutuste kohaselt veel 2 - 3 miljonit .",esmane,puudujääk,yes
90,"Liiga värskelt on meeles valitsuse küündimatus Oru suhteliselt väikese probleemi lahendamisel , et uskuda tema võimesse käia üle kümneid kordi suuremast <<<ADJ plahvatusest .",sotsiaalne,plahvatus,yes
91,"Liiga värskelt on meeles valitsuse küündimatus Oru suhteliselt väikese probleemi lahendamisel , et uskuda tema võimesse käia üle kümneid kordi suuremast <<<ADJ plahvatusest .",seltsiv,plahvatus,no
92,Suure rahaga saab ju väikese tõusu pealt ka lahedalt teenida .,väike,tõus,yes
93,Suure rahaga saab ju väikese tõusu pealt ka lahedalt teenida .,madal,tõus,yes
94,Muu hulgas mainib The Deal.com <<<ADJ näitena ka Lõhmuse rajatud oksjoniportaali osta.ee .,positiivne,näide,yes
95,Muu hulgas mainib The Deal.com <<<ADJ näitena ka Lõhmuse rajatud oksjoniportaali osta.ee .,hea,näide,yes
96,"Samas olen tähele pannud , et kui vaatame koos neid erootilisi showsid , siis see turgutab ka meie suhet <<<ADJ suunas .",positiivne,suund,yes
97,"Samas olen tähele pannud , et kui vaatame koos neid erootilisi showsid , siis see turgutab ka meie suhet <<<ADJ suunas .",hea,suund,yes
98,Lisaks <<<ADJ iseloom .,impulsiivne,iseloom,yes
99,Lisaks <<<ADJ iseloom .,peru,iseloom,yes
100,"Kui meie poliitikutelt ja kõrgetelt ametnikelt küsida selgitust ühe või teise <<<ADJ tehingu kohta , vastatakse sageli just niimoodi : ei kommenteeri ; ma ei tea asjast midagi ; mul ei ole aega nende jamadega tegelda .",hämar,tehing,yes
101,"Kui meie poliitikutelt ja kõrgetelt ametnikelt küsida selgitust ühe või teise <<<ADJ tehingu kohta , vastatakse sageli just niimoodi : ei kommenteeri ; ma ei tea asjast midagi ; mul ei ole aega nende jamadega tegelda .",läbipaistmatu,tehing,yes
102,"Kui vastan , võib see põhjustada <<<ADJ kohtuprotsessi ; kui ei vasta , siis sajab kaela Riigipäeva viha , ” kurtis sõja kaotanud , kuid mitte mingil juhul löödud mees .",järgmine,kohtuprotsess,yes
103,"Kui vastan , võib see põhjustada <<<ADJ kohtuprotsessi ; kui ei vasta , siis sajab kaela Riigipäeva viha , ” kurtis sõja kaotanud , kuid mitte mingil juhul löödud mees .",järgnev,kohtuprotsess,yes
104,Uus korporatsioon annaks rahvusvahelistele laenudele <<<ADJ tasu eest garantii .,mõõdukas,tasu,yes
105,Uus korporatsioon annaks rahvusvahelistele laenudele <<<ADJ tasu eest garantii .,keskpärane,tasu,yes
106,<<<ADJ definitsiooniks on sagedamini kasutatud “ alla riikliku vaesuspiiri ” .,objektiivne,definitsioon,yes
107,<<<ADJ definitsiooniks on sagedamini kasutatud “ alla riikliku vaesuspiiri ” .,aineline,definitsioon,no
108,Oluliseks lüngaks pean Eesti Humanitaarinstituudi baasil ja Lembit Petersoni juhatusel <<<ADJ THEATRUM-i puudumist .,toimiv,puudumine,no
109,Oluliseks lüngaks pean Eesti Humanitaarinstituudi baasil ja Lembit Petersoni juhatusel <<<ADJ THEATRUM-i puudumist .,interaktiivne,puudumine,no
110,"Nagu tollal kombeks , uuristas <<<ADJ ettevõtet “ kapitalistlik kapsauss ” .",riiklik,ettevõte,yes
111,"Nagu tollal kombeks , uuristas <<<ADJ ettevõtet “ kapitalistlik kapsauss ” .",avalik,ettevõte,yes
112,Piisab <<<ADJ jõest ja maaparandusharidusest .,väike,jõgi,yes
113,Piisab <<<ADJ jõest ja maaparandusharidusest .,keskpärane,jõgi,no
114,"Esimene on Rootsi meresõiduamet , merenduse <<<ADJ südametunnistuse kandja , ning teine klassiühing Bureau Veritas , laeva tehniline ettekirjutaja ja järelevalvaja .",riiklik,südametunnistus,yes
115,"Esimene on Rootsi meresõiduamet , merenduse <<<ADJ südametunnistuse kandja , ning teine klassiühing Bureau Veritas , laeva tehniline ettekirjutaja ja järelevalvaja .",poliitiline,südametunnistus,yes
116,"Akadeemik loodab , et kaalukas saavutus ning sellega kaasnenud <<<ADJ huvi muudab meil valitsevat suhtumist teadlastesse ja teadusse .",enneolematu,huvi,yes
117,"Akadeemik loodab , et kaalukas saavutus ning sellega kaasnenud <<<ADJ huvi muudab meil valitsevat suhtumist teadlastesse ja teadusse .",ebatavaline,huvi,yes
118,"Kui Selter välisministriks siirdus , sai rahva juttude kohaselt tema <<<ADJ sissetulekuallikaks juutide elamislubadega äritsemine .",uus,sissetulekuallikas,yes
119,"Kui Selter välisministriks siirdus , sai rahva juttude kohaselt tema <<<ADJ sissetulekuallikaks juutide elamislubadega äritsemine .",originaalne,sissetulekuallikas,yes
120,"Selge see , et <<<ADJ aparatuur tagab tõhusama diagnoosimise ja ravi .",kaasaegne,aparatuur,yes
121,"Selge see , et <<<ADJ aparatuur tagab tõhusama diagnoosimise ja ravi .",popp,aparatuur,no
122,"Rein Luik , kes Markko tegemisi jälginud aastast 1993 , mil toona 18aastane Tartu poiss esimest korda Eesti meistrivõistlustel esines , ütleb , et Markko <<<ADJ tulevik oli esimestest sõitudest näha .",suur,tulevik,yes
123,"Rein Luik , kes Markko tegemisi jälginud aastast 1993 , mil toona 18aastane Tartu poiss esimest korda Eesti meistrivõistlustel esines , ütleb , et Markko <<<ADJ tulevik oli esimestest sõitudest näha .",sügav,tulevik,no
124,Istuti maha ning pandi välja kolm plakatit nõudmisega saada väljasõiduluba <<<ADJ kodumaale .,ajalooline,kodumaa,yes
125,Istuti maha ning pandi välja kolm plakatit nõudmisega saada väljasõiduluba <<<ADJ kodumaale .,keskaegne,kodumaa,yes
126,"Geofüüsikust jurist ning poliitik Hjalmar Mäe hoiatas 1941. aasta sügisel Saksa võime <<<ADJ väga külma ja pika talve eest , nood aga ignoreerisid täielikult tema ennustust , öeldes , et “ ärgu ta segagu end Saksa riigi asjadesse , kõik vajalik on ette valmistatud ilma eestlaste õpetusteta .",lähenev,talv,yes
127,"Geofüüsikust jurist ning poliitik Hjalmar Mäe hoiatas 1941. aasta sügisel Saksa võime <<<ADJ väga külma ja pika talve eest , nood aga ignoreerisid täielikult tema ennustust , öeldes , et “ ärgu ta segagu end Saksa riigi asjadesse , kõik vajalik on ette valmistatud ilma eestlaste õpetusteta .",homne,talv,no
128,"” Armsad , vahetud , toredad on vaid vähesed korduvad kiidusõnad Inglise <<<ADJ Balleti külalissolistide Toomas Eduri ( 32 ) ja Age Oksa ( 30 ) aadressil .",rahvuslik,ballett,yes
129,"” Armsad , vahetud , toredad on vaid vähesed korduvad kiidusõnad Inglise <<<ADJ Balleti külalissolistide Toomas Eduri ( 32 ) ja Age Oksa ( 30 ) aadressil .",etniline,ballett,no
130,"Vahetult enne <<<ADJ parlamendivalimisi Lätis pöördus Luzhkov Jeltsini , Venemaa valitsuse , föderaalkogu ja föderatsiooni liikmete poole üleskutsega “ avali-kult ja kindlalt ” toetada Läti vasakjõudude valimisblokki , mis oli moodustatud Läti kommunistliku partei endise liidri Alfreds Rubiksi initsiatiivil .",hiljutine,parlamendivalimine,yes
131,"Vahetult enne <<<ADJ parlamendivalimisi Lätis pöördus Luzhkov Jeltsini , Venemaa valitsuse , föderaalkogu ja föderatsiooni liikmete poole üleskutsega “ avali-kult ja kindlalt ” toetada Läti vasakjõudude valimisblokki , mis oli moodustatud Läti kommunistliku partei endise liidri Alfreds Rubiksi initsiatiivil .",uus,parlamendivalimine,yes
132,"Me oleme kõik väga sarnased , meil on ühesugune saatus , meil on väga <<<ADJ olukord .",ühesugune,olukord,yes
133,"Me oleme kõik väga sarnased , meil on ühesugune saatus , meil on väga <<<ADJ olukord .",sarnane,olukord,yes
134,Tulek Kurkse lahest pidi olema meie <<<ADJ harjutus .,viimane,harjutus,yes
135,Tulek Kurkse lahest pidi olema meie <<<ADJ harjutus .,püsiv,harjutus,no
136,"“ Ei kahetse vähimatki ” Astusin <<<ADJ inimese ellu ja ta neelas alla selle , et ma ei vastanud samaga , polnud temasse taevani armunud .",uus,inimene,yes
137,"“ Ei kahetse vähimatki ” Astusin <<<ADJ inimese ellu ja ta neelas alla selle , et ma ei vastanud samaga , polnud temasse taevani armunud .",originaalne,inimene,yes
138,"“ Unistad sellest , mida all sööma hakkad , uurid kaaslaste seksuaalseid eelistusi , et kas meeldivad <<<ADJ või väikeste rindadega naised .",suur,naine,no
139,"“ Unistad sellest , mida all sööma hakkad , uurid kaaslaste seksuaalseid eelistusi , et kas meeldivad <<<ADJ või väikeste rindadega naised .",sügav,naine,no
140,"Avalikkus sai materjalide olemasolust teada , kui siseminister Robert Lepikson süüdistas NKVD toimikutele tuginedes oma kunagise äripartneri Heldur Tõnissoni isa Jaan Tõnissoni <<<ADJ seotuses N. Liidu välisluurega .",ammune,seotus,yes
141,"Avalikkus sai materjalide olemasolust teada , kui siseminister Robert Lepikson süüdistas NKVD toimikutele tuginedes oma kunagise äripartneri Heldur Tõnissoni isa Jaan Tõnissoni <<<ADJ seotuses N. Liidu välisluurega .",omaaegne,seotus,yes
142,"Inglise filoloog Epp ja “ tipikas ” Tiit tahtsid teha midagi oma , aga et see just kunstiga seotud äri on , pole ka puhas juhus , sest Epp mäletab ikka ennast Liivalaia tänava ainsas kunstipoes midagi ostmas , just niipalju kui <<<ADJ palk võimaldas .",väike,palk,yes
143,"Inglise filoloog Epp ja “ tipikas ” Tiit tahtsid teha midagi oma , aga et see just kunstiga seotud äri on , pole ka puhas juhus , sest Epp mäletab ikka ennast Liivalaia tänava ainsas kunstipoes midagi ostmas , just niipalju kui <<<ADJ palk võimaldas .",madal,palk,yes
144,"Rein Tuus tunnistab , et teda ikka häirib ka , et naise <<<ADJ palk ületab tema teenistuse Tallinna Tuletõrje- ja Päästeameti tehnikuna 4-5kordselt .",uus,palk,yes
145,"Rein Tuus tunnistab , et teda ikka häirib ka , et naise <<<ADJ palk ületab tema teenistuse Tallinna Tuletõrje- ja Päästeameti tehnikuna 4-5kordselt .",originaalne,palk,yes
146,"Samas tundub , et praegu hakkab kogu <<<ADJ ideoloogia elluviimise eest hoolitsema perekond , indiviid ise , lähtudes seejuures tarbijalikkusest .",vastav,ideoloogia,yes
147,"Samas tundub , et praegu hakkab kogu <<<ADJ ideoloogia elluviimise eest hoolitsema perekond , indiviid ise , lähtudes seejuures tarbijalikkusest .",adekvaatne,ideoloogia,yes
148,Selliseid üritusi on korraldatud igal aastal ning neist on osa võtnud <<<ADJ riigitegelasi .,kõrge,riigitegelane,yes
149,Selliseid üritusi on korraldatud igal aastal ning neist on osa võtnud <<<ADJ riigitegelasi .,kõrguv,riigitegelane,no
150,"Sleaze on Briti ajakirjanduses kujunenud omaette <<<ADJ teemaks , mida lahatakse tüüpilise briti kibeda ja mõnevõrra eneseiroonilise vaimukusega .",ühiskondlik,teema,yes
151,"Sleaze on Briti ajakirjanduses kujunenud omaette <<<ADJ teemaks , mida lahatakse tüüpilise briti kibeda ja mõnevõrra eneseiroonilise vaimukusega .",avalik,teema,yes
152,“ Läbirääkimised käivad <<<ADJ kalurikolhoosi Majak sadama ehk Meeruse sadama üle .,endine,kalurikolhoos,yes
153,“ Läbirääkimised käivad <<<ADJ kalurikolhoosi Majak sadama ehk Meeruse sadama üle .,omaaegne,kalurikolhoos,yes
154,Kodu- ja <<<ADJ .,perekeskne,kodu,no
155,Kodu- ja <<<ADJ .,kodune,kodu,no
156,"Jeanne Moreau parempoolsete hääletoruna muretseb , et homopaaride legaliseerimisega läheb nende armastuse saladus kaotsi ja suhted taanduvad <<<ADJ huvidele .",rahaline,huvi,yes
157,"Jeanne Moreau parempoolsete hääletoruna muretseb , et homopaaride legaliseerimisega läheb nende armastuse saladus kaotsi ja suhted taanduvad <<<ADJ huvidele .",likviidne,huvi,no
158,"Ehk teiste sõnadega : lepingu allkirjastajateks olid <<<ADJ juhid ja autoriteedid , relvarahud saavutati nende tegevuse tulemusena .",poliitiline,juht,yes
159,"Ehk teiste sõnadega : lepingu allkirjastajateks olid <<<ADJ juhid ja autoriteedid , relvarahud saavutati nende tegevuse tulemusena .",riiklik,juht,yes
160,"Selle aasta sügisel vihjati , et seoses Ühendatud Opositsiooni sünniga võiks tekkida ka mingisugune alus <<<ADJ parempoolsele parteile .",uus,partei,yes
161,"Selle aasta sügisel vihjati , et seoses Ühendatud Opositsiooni sünniga võiks tekkida ka mingisugune alus <<<ADJ parempoolsele parteile .",originaalne,partei,yes
162,"” <<<ADJ juhtumit meenutades kergitab isand Loeb oma punasenokalist mütsi , demonstreerides mullegi , et selle all ei ole tulnukatele iseloomulikke antenne .",hiljutine,juhtum,yes
163,"” <<<ADJ juhtumit meenutades kergitab isand Loeb oma punasenokalist mütsi , demonstreerides mullegi , et selle all ei ole tulnukatele iseloomulikke antenne .",uus,juhtum,yes
164,"Analüüsides arengusuundi , praegusi hindu ning <<<ADJ korterelamute ehitusmaksumusi , võib väita , et korterite hinnad on paljudes piirkondades saavutamas lage .",uus,korterelamu,yes
165,"Analüüsides arengusuundi , praegusi hindu ning <<<ADJ korterelamute ehitusmaksumusi , võib väita , et korterite hinnad on paljudes piirkondades saavutamas lage .",originaalne,korterelamu,yes
